ID,Title,"EFI Areas","EFI Events Categories","Event Categories",Sectors
55253,"Planetary Health is Public Health: Reimagining the Future Together","Centres, Hubs, Projects &amp; Networks>The Binks Hub",Talk/Discussion,Talk/Discussion,
55259,"Facilitating Futures-led Design Sprints","Centres, Hubs, Projects &amp; Networks>Data + Design Lab",,Talk/Discussion,"Data &amp; AI ethics"
55441,"CTMF Flagship Lecture: Wisdom for an Artificial Age",,,Lecture,"Data &amp; AI ethics"
55445,"AI in the City",,Talk/Discussion,Forum|Talk/Discussion,"Data &amp; AI ethics"
55594,"Technomoral Conversations: How Will AI Change Science?",,,Talk/Discussion,"Data &amp; AI ethics"
55602,"Media Literacy in the age of AI",,,Training,"Data &amp; AI ethics"
55621,"Giving Humanists a Helping Hand in HPC","Centres, Hubs, Projects &amp; Networks>Centre for Data, Culture &amp; Society",Webinar,Talk/Discussion,
55631,"Patrick Geddes and the Anarchist Strain of Town Planning","Centres, Hubs, Projects &amp; Networks>Data Civics",Talk/Discussion,Talk/Discussion,
55642,,,,,
55644,"Geddes and the Scottish Generalist Tradition","Centres, Hubs, Projects &amp; Networks>Data Civics",Talk/Discussion,Talk/Discussion,
55687,"Traveltech/E-corner Meetup","Centres, Hubs, Projects &amp; Networks>Traveltech Innovation Hub",,Talk/Discussion,"Tourism &amp; Festivals"
55726,"Postgraduate Open Day: Sustainable Futures",Education,,"Information session|Postgraduate online open day",
55728,"Postgraduate Open Day: Creative Futures",Education,,"Information session|Postgraduate online open day",
55730,"Postgraduate Open Day: Just Futures",Education,,"Information session|Postgraduate online open day",
55816,"How Users Imagine Archival Research","Centres, Hubs, Projects &amp; Networks>Centre for Data, Culture &amp; Society",Lecture,Lecture,
55831,"Creative Research Methods Reading Group","Centres, Hubs, Projects &amp; Networks>The Binks Hub","Reading Group","Reading Group",
55854,"The Poetry and Art of Impractical Repairs","Centres, Hubs, Projects &amp; Networks>The Binks Hub",Workshop,Workshop,
55871,"Launch event: Venture Café Edinburgh",,,"Launch event",
55891,"Traveltech Meet up: November",,Mixer,"Mixer|Tourism &amp; Festivals","Tourism &amp; Festivals"
55902,"Reframing Criminal Justice Professional Development Seminar","Centres, Hubs, Projects &amp; Networks>The Binks Hub",Workshop,Workshop,
55943,"AI Ethics and the Future of Management Theory with Dr Ramsha Naeem","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures",Lecture,Lecture,"Data &amp; AI ethics"
55957,"Creative Research Methods Reading Group","Centres, Hubs, Projects &amp; Networks>The Binks Hub","Reading Group","Reading Group",
56043,"Futures Board Games Night",,,Gaming|Talk/Discussion,
56245,"Postgraduate study: Projects and partners Information and Q&amp;A",,,"Postgraduate online information session",
56289,,,,,
56291,"Creative Research Methods Reading Group","Centres, Hubs, Projects &amp; Networks>The Binks Hub","Reading Group","Reading Group",
56293,"Creative Research Methods Reading Group","Centres, Hubs, Projects &amp; Networks>The Binks Hub","Reading Group","Reading Group",
56295,"Creative Research Methods Reading Group","Centres, Hubs, Projects &amp; Networks>The Binks Hub","Reading Group","Reading Group",
56297,"Creative Research Methods Reading Group","Centres, Hubs, Projects &amp; Networks>The Binks Hub","Reading Group","Reading Group",
56299,"Creative Research Methods Reading Group","Centres, Hubs, Projects &amp; Networks>The Binks Hub","Reading Group","Reading Group",
56348,"Interdisciplinary Learning and Teaching Conference 2026",,Conference,Conference,Education
56450,"Technomoral Conversations: What’s the Story with AI? AI Narratives and Counter-narratives","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures",Talk/Discussion,Talk/Discussion,"Data &amp; AI ethics"
56474,"FutureGaze: The Future of Animation","Engagement &amp; Innovation",Talk/Discussion,Talk/Discussion,"Creative Industries"
56569,"Epistemic Injustice and Mental Health System Survivor Knowledge","Centres, Hubs, Projects &amp; Networks>The Binks Hub",Talk/Discussion,Talk/Discussion,
56595,"An introduction to our Sustainable Futures MSc programmes",,,"Postgraduate online information session",
56603,"An overview of master's programmes at Edinburgh Futures Institute",,,"Postgraduate online information session",
56636,,,,,
56637,"Traveltech Meet Up",,Mixer,Mixer,"Tourism &amp; Festivals"
56640,"Traveltech Meet Up",,Mixer,Mixer,"Tourism &amp; Festivals"
