ID,Title,"EFI Areas","Areas of Expertise","UoE Schools",Sectors
51959,"Matt Bryant",Education,,,
51992,"Kyle Morrison","Engagement &amp; Innovation>Innovation Services>Futures and Design",,,
52001,"Olivia Jenkins","Engagement &amp; Innovation>Innovation Services>Collaborative Impact|Centres, Hubs, Projects &amp; Networks>Data for Children Collaborative",,,
52111,"Vaishak Belle","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance|AI in creative domains","College of Science &amp; Engineering>School of Informatics",
52113,"Aurora Constantin","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance","College of Science &amp; Engineering>School of Informatics",
52300,"Ellen Saffrey Stuart","Centres, Hubs, Projects &amp; Networks>The Binks Hub",,,
52325,"Marion Thain","EFI Executive",,"College of Arts, Humanities &amp; Social Sciences>School of Literatures, Languages and Cultures",
52822,"Miranda Anderson","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance|AI in creative domains","College of Arts, Humanities &amp; Social Sciences>School of History, Classics and Archaeology",
52825,"Emily Shipp","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance","College of Arts, Humanities &amp; Social Sciences>University of Edinburgh Business School",
52828,"Andrew Hoskins",,,,
52832,"Aulia Wiradarmo","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance|Human-centred and social dimensions of AI","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art|College of Science &amp; Engineering>School of Informatics",
52835,"Amanda Horzyk","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance|AI in creative domains","College of Science &amp; Engineering>School of Informatics",
52838,"Claire Pembleton","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance|AI in creative domains|AI in knowledge and learning contexts|Human-centred and social dimensions of AI|Theories and practices of creativity","Edinburgh Innovations",
52841,"Andrew Hoskins","Research Clusters>Media and Communications","Political Communications","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
53115,"Meenakshi Mani","Research Clusters>Critical Data Studies",,"College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
53282,"Urška Ozimek","Engagement &amp; Innovation>Innovation Services>Collaborative Impact",,,
53335,"Marta Bowie","Operations and Facilities",,,
53395,"David Cabrelli","Research Clusters>Digital Economy and Society",,"College of Arts, Humanities &amp; Social Sciences>School of Law",
53495,"Susan Lechelt","Research Clusters>Children, Interaction and Design|Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance|Human-centred and social dimensions of AI","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
53498,"Saoirse Houtmeyers","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance|AI in creative domains|Human-centred and social dimensions of AI|Theories and practices of creativity","College of Science &amp; Engineering>School of Informatics",
53514,"Heather McCartney",Research,,,
54014,"Sandra Mackenzie","Culture &amp; Community",,,Community
54057,"Kate Raffles","Operations and Facilities",,,
54059,"Anthony Middleton","EFI IT Team>Digital Makerspace and vislab",,"College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
54162,"Richard Hudson","EFI Executive",,,
54616,"Kamil Dalmata","Operations and Facilities",,,
54659,"Matilde Masetti Placci","Research Clusters>Critical Data Studies",,"College of Arts, Humanities &amp; Social Sciences>School of Law",
54662,"Nicola Sugden","Research Clusters>Critical Data Studies",,"College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
54665,"Max Perry","Research Clusters>Critical Data Studies",,"College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
54669,"Abby King","Research Clusters>Critical Data Studies",,"College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
54675,"Nadia Jude","Research Clusters>Critical Data Studies",,"College of Arts, Humanities &amp; Social Sciences>School of Law",
54678,"Maria Maclennan","Research Clusters>Creativity, AI and the Human","Human-centred and social dimensions of AI","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
55064,"Serena Lambley","Centres, Hubs, Projects &amp; Networks>Centre for Future Infrastructure",,,
55385,"Siddharth Biswas","Research Clusters>Creativity, AI and the Human",,"College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
55387,"Lily Boyington","Research Clusters>Creativity, AI and the Human",,"College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
55389,"Deepshikha Behera","Research Clusters>Creativity, AI and the Human","AI ethics, responsibility, and governance|AI in creative domains|AI in knowledge and learning contexts|Human-centred and social dimensions of AI|Theories and practices of creativity",,
55392,"Cyril Birks","Research Clusters>Creativity, AI and the Human",,"College of Science &amp; Engineering>School of Informatics",
55401,"Chen Zao","Research Clusters>Creativity, AI and the Human",,"College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
55699,"Dushani Imesha Perera Ushettige","Research Clusters>Children, Interaction and Design",,"College of Science &amp; Engineering>School of Informatics",
55701,"Ayça Atabey","Research Clusters>Children, Interaction and Design",,"College of Arts, Humanities &amp; Social Sciences>School of Law",
55704,"Megan Baker","Research Clusters>Children, Interaction and Design",,"College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
55906,"Jonathan Hancock","Research Clusters>Children, Interaction and Design",,"College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
55909,"Kate Farrell","Research Clusters>Children, Interaction and Design",,"College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
55912,"Kay Tisdall","Research Clusters>Children, Interaction and Design",,"College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
55915,"Lisa Golds","Research Clusters>Children, Interaction and Design",,"College of Arts, Humanities &amp; Social Sciences>School of Health in Social Science",
55918,"Rayo Verweij","Research Clusters>Children, Interaction and Design",,"College of Science &amp; Engineering>School of Informatics",
55924,"Serdar Abaci","Research Clusters>Children, Interaction and Design",,"College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
56680,"Beth Tianxin Xia","Research Clusters>Creativity, AI and the Human",,"Edinburgh Futures Institute",
56682,"Matthew Lear","Research Clusters>Creativity, AI and the Human",,"College of Arts, Humanities &amp; Social Sciences>School of Literatures, Languages and Cultures",
